Filename	CLSOx50_5
Instrument name	5500-0018 (192.168.1.3)
Operator	mp933
rundate	10/25/2022
Sample name	CLSOx50_5
proceduresegments	Select Gas: Gas 2 ; Mass Flow  25.00 mL/min; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 50.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 40.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight
min	°C	%	mg
1.753	33.34	95.1537	5.1653
1.762	33.43	95.1499	5.1651
1.770	33.51	95.1461	5.1649
1.778	33.60	95.1423	5.1647
1.787	33.68	95.1385	5.1645
1.795	33.77	95.1347	5.1643
1.803	33.85	95.1310	5.1641
1.812	33.94	95.1271	5.1639
1.820	34.02	95.1233	5.1637
1.828	34.11	95.1192	5.1634
1.837	34.20	95.1152	5.1632
1.845	34.28	95.1113	5.1630
1.853	34.37	95.1073	5.1628
1.862	34.45	95.1033	5.1626
1.870	34.54	95.0996	5.1624
1.878	34.62	95.0958	5.1622
1.887	34.71	95.0917	5.1620
1.895	34.79	95.0875	5.1617
1.903	34.88	95.0836	5.1615
1.912	34.96	95.0797	5.1613
1.920	35.05	95.0758	5.1611
1.928	35.13	95.0719	5.1609
1.937	35.22	95.0680	5.1607
1.945	35.30	95.0641	5.1605
1.953	35.39	95.0604	5.1603
1.962	35.48	95.0565	5.1600
1.970	35.56	95.0525	5.1598
1.978	35.65	95.0484	5.1596
1.987	35.73	95.0444	5.1594
1.995	35.82	95.0405	5.1592
2.003	35.90	95.0365	5.1590
2.012	35.99	95.0325	5.1587
2.020	36.07	95.0286	5.1585
2.028	36.16	95.0247	5.1583
2.037	36.24	95.0208	5.1581
2.045	36.33	95.0170	5.1579
2.053	36.41	95.0131	5.1577
2.062	36.50	95.0093	5.1575
2.070	36.58	95.0053	5.1573
2.078	36.67	95.0013	5.1570
2.087	36.75	94.9973	5.1568
2.095	36.84	94.9934	5.1566
2.103	36.92	94.9897	5.1564
2.112	37.01	94.9858	5.1562
2.120	37.09	94.9817	5.1560
2.128	37.18	94.9778	5.1558
2.137	37.26	94.9739	5.1556
2.145	37.35	94.9699	5.1553
2.153	37.43	94.9658	5.1551
2.162	37.52	94.9617	5.1549
2.170	37.60	94.9577	5.1547
2.178	37.69	94.9537	5.1545
2.187	37.77	94.9497	5.1542
2.195	37.86	94.9456	5.1540
2.203	37.94	94.9416	5.1538
2.212	38.03	94.9375	5.1536
2.220	38.11	94.9333	5.1534
2.228	38.20	94.9295	5.1532
2.237	38.28	94.9255	5.1529
2.245	38.37	94.9214	5.1527
2.253	38.45	94.9174	5.1525
2.262	38.53	94.9134	5.1523
2.270	38.62	94.9094	5.1521
2.278	38.70	94.9053	5.1518
2.287	38.79	94.9013	5.1516
2.295	38.87	94.8973	5.1514
2.303	38.96	94.8933	5.1512
2.312	39.04	94.8893	5.1510
2.320	39.13	94.8854	5.1508
2.328	39.21	94.8815	5.1505
2.337	39.30	94.8776	5.1503
2.345	39.38	94.8734	5.1501
2.353	39.47	94.8694	5.1499
2.362	39.55	94.8654	5.1497
2.370	39.64	94.8615	5.1495
2.378	39.72	94.8576	5.1493
2.387	39.81	94.8538	5.1490
2.395	39.89	94.8498	5.1488
2.403	39.97	94.8456	5.1486
2.412	40.06	94.8415	5.1484
2.420	40.14	94.8373	5.1481
2.428	40.23	94.8331	5.1479
2.437	40.31	94.8290	5.1477
2.445	40.40	94.8249	5.1475
2.453	40.48	94.8208	5.1473
2.462	40.57	94.8167	5.1470
2.470	40.65	94.8127	5.1468
2.478	40.74	94.8087	5.1466
2.487	40.82	94.8047	5.1464
2.495	40.90	94.8006	5.1462
2.503	40.99	94.7966	5.1459
2.512	41.07	94.7925	5.1457
2.520	41.16	94.7885	5.1455
2.528	41.24	94.7846	5.1453
2.537	41.33	94.7804	5.1451
2.545	41.41	94.7762	5.1448
2.553	41.50	94.7721	5.1446
2.562	41.58	94.7681	5.1444
2.570	41.66	94.7640	5.1442
2.578	41.75	94.7598	5.1439
2.587	41.83	94.7559	5.1437
2.595	41.92	94.7522	5.1435
2.603	42.00	94.7480	5.1433
2.612	42.09	94.7440	5.1431
2.620	42.17	94.7401	5.1429
2.628	42.25	94.7358	5.1426
2.637	42.34	94.7316	5.1424
2.645	42.42	94.7275	5.1422
2.653	42.51	94.7234	5.1420
2.662	42.59	94.7195	5.1418
2.670	42.68	94.7154	5.1415
