Time,Temperature,Weight,Weight
5.695,82.87,99.653,24940.859
5.703,82.96,99.653,24940.846
5.712,83.04,99.653,24940.828
5.72,83.12,99.653,24940.802
5.728,83.21,99.652,24940.769
5.737,83.29,99.652,24940.742
5.745,83.37,99.652,24940.709
5.753,83.46,99.652,24940.669
5.762,83.54,99.652,24940.633
5.77,83.62,99.652,24940.604
5.778,83.71,99.652,24940.569
5.787,83.79,99.652,24940.538
5.795,83.87,99.651,24940.526
5.803,83.95,99.651,24940.511
5.812,84.04,99.651,24940.495
5.82,84.12,99.651,24940.475
5.828,84.2,99.651,24940.464
5.837,84.28,99.651,24940.431
5.845,84.37,99.651,24940.393
5.853,84.45,99.651,24940.357
5.862,84.53,99.651,24940.333
5.87,84.61,99.651,24940.304
5.878,84.69,99.65,24940.273
5.887,84.78,99.65,24940.247
5.895,84.86,99.65,24940.227
5.903,84.94,99.65,24940.2
5.912,85.02,99.65,24940.176
5.92,85.11,99.65,24940.149
5.928,85.19,99.65,24940.124
5.937,85.27,99.65,24940.109
5.945,85.35,99.65,24940.085
5.953,85.44,99.65,24940.067
5.962,85.52,99.65,24940.049
5.97,85.6,99.649,24940.02
5.978,85.68,99.649,24939.995
5.987,85.77,99.649,24939.973
5.995,85.85,99.649,24939.949
6.003,85.93,99.649,24939.924
6.012,86.02,99.649,24939.9
6.02,86.1,99.649,24939.874
6.028,86.18,99.649,24939.849
6.037,86.27,99.649,24939.831
6.045,86.35,99.649,24939.811
6.053,86.44,99.648,24939.785
6.062,86.52,99.648,24939.76
6.07,86.6,99.648,24939.736
6.078,86.69,99.648,24939.711
6.087,86.77,99.648,24939.676
6.095,86.86,99.648,24939.651
6.103,86.94,99.648,24939.634
6.112,87.02,99.648,24939.618
6.12,87.11,99.648,24939.585
6.128,87.19,99.648,24939.553
6.137,87.28,99.647,24939.531
6.145,87.36,99.647,24939.509
6.153,87.45,99.647,24939.482
6.162,87.53,99.647,24939.463
6.17,87.61,99.647,24939.434
6.178,87.7,99.647,24939.414
6.187,87.78,99.647,24939.376
6.195,87.87,99.647,24939.347
6.203,87.95,99.647,24939.322
6.212,88.03,99.647,24939.287
6.22,88.12,99.646,24939.261
6.228,88.2,99.646,24939.234
6.237,88.28,99.646,24939.2
6.245,88.37,99.646,24939.171
6.253,88.45,99.646,24939.14
6.262,88.53,99.646,24939.121
6.27,88.62,99.646,24939.103
6.278,88.7,99.646,24939.091
6.287,88.78,99.646,24939.07
6.295,88.87,99.645,24939.02
6.303,88.95,99.645,24938.978
6.312,89.03,99.645,24938.947
6.32,89.12,99.645,24938.921
6.328,89.2,99.645,24938.89
6.337,89.28,99.645,24938.858
6.345,89.36,99.645,24938.829
6.353,89.45,99.645,24938.803
6.362,89.53,99.644,24938.779
6.37,89.61,99.644,24938.75
6.378,89.69,99.644,24938.721
6.387,89.77,99.644,24938.694
6.395,89.86,99.644,24938.669
6.403,89.94,99.644,24938.65
6.412,90.02,99.644,24938.628
6.42,90.1,99.644,24938.608
6.428,90.19,99.644,24938.581
6.437,90.27,99.644,24938.545
6.445,90.35,99.643,24938.514
6.453,90.43,99.643,24938.483
6.462,90.52,99.643,24938.457
6.47,90.6,99.643,24938.432
6.478,90.68,99.643,24938.397
6.487,90.77,99.643,24938.368
6.495,90.85,99.643,24938.341
6.503,90.93,99.643,24938.31
6.512,91.02,99.643,24938.285
6.52,91.1,99.642,24938.259
6.528,91.18,99.642,24938.232
6.537,91.27,99.642,24938.212
6.545,91.35,99.642,24938.183
6.553,91.44,99.642,24938.148
6.562,91.52,99.642,24938.108
6.57,91.6,99.642,24938.079
6.578,91.69,99.642,24938.052
6.587,91.77,99.641,24938.023
6.595,91.86,99.641,24937.995
6.603,91.94,99.641,24937.97
6.612,92.02,99.641,24937.945
6.62,92.11,99.641,24937.914
6.628,92.19,99.641,24937.881
6.637,92.27,99.641,24937.854
6.645,92.36,99.641,24937.824
6.653,92.44,99.641,24937.799
6.662,92.53,99.64,24937.772
6.67,92.61,99.64,24937.735
6.678,92.69,99.64,24937.704
6.687,92.78,99.64,24937.679
6.695,92.86,99.64,24937.655
6.703,92.94,99.64,24937.628
6.712,93.03,99.64,24937.604
6.72,93.11,99.64,24937.581
6.728,93.19,99.64,24937.553
6.737,93.28,99.639,24937.528
6.745,93.36,99.639,24937.506
6.753,93.44,99.639,24937.473
6.762,93.53,99.639,24937.439
6.77,93.61,99.639,24937.404
6.778,93.69,99.639,24937.37
6.787,93.78,99.639,24937.346
6.795,93.86,99.639,24937.324
6.803,93.94,99.639,24937.295
6.812,94.02,99.638,24937.262
6.82,94.11,99.638,24937.232
6.828,94.19,99.638,24937.202
6.837,94.27,99.638,24937.17
